policy_id,vehicle_usage_type,cylinder,gross_weight,gear_box,fuel,torque,car_color,features,airbags,policy_age_months,population_density,transmission_type,manufacturer,rear_brakes,engine_type,height,car_age,policyholder_age,garage_type,region,width,annual_mileage_km,steering_type,driver_occupation,length,car_model,power,displacement,turning_radius,car_segment,safety_rating,claim
P20929,Rental,4,1051,5,Diesel,200Nm@1750rpm,Unknown,"['adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,43,73430,Manual,5,Drum,i-DTEC,1501,2 years and 5 months,50,Driveway,C10,1695,25000,Electric,Professional,3995,M9,97.89bhp@3600rpm,1498,4.9,C1,42,0
P20930,Work and Personal,4,1490,5,Diesel,200Nm@3000rpm,Silver,"['adjustable_steering', 'parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,55,34738,Manual,4,Drum,1.5 Turbocharged Revotorq,1523,1 years and 4 months,28,Driveway,C5,1755,20000,Electric,Self-Employed,3990,M5,88.77bhp@4000rpm,1497,5.0,B2,50,0
P20931,Personal,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,81,27003,Manual,1,Drum,K Series Dual jet,1530,3 years and 6 months,30,On Street,C2,1735,20000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,27,0
P20932,Rental,3,1155,5,Petrol,91Nm@4250rpm,Blue,"['parking_camera', 'power_door_locks', 'central_locking', 'power_steering', 'day_night_mirror', 'ecw', 'speed_alert']",2,19,8794,Automatic,2,Drum,1.0 SCe,1490,3 years and 10 months,37,Enclosed Parking,C8,1579,25000,Electric,Student,3731,M3,67.06bhp@5500rpm,999,5.0,A,30,0
P20933,Rental,4,1720,6,Diesel,250Nm@2750rpm,Silver,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,91,5410,Automatic,3,Disc,1.5 L U2 CRDi,1635,1 years and 0 months,42,Covered,C13,1790,5000,Power,Student,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,39,0
P20934,Ride-sharing,4,1720,6,Diesel,250Nm@2750rpm,Red,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,98,7788,Automatic,3,Disc,1.5 L U2 CRDi,1635,5 years and 3 months,43,On Street,C14,1790,20000,Power,Student,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,39,0
P20935,Rental,4,1720,6,Diesel,250Nm@2750rpm,Silver,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,104,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,4 months,36,On Street,C8,1790,15000,Power,Student,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,34,0
P20936,Personal,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,28,8794,Manual,1,Drum,K Series Dual jet,1530,5 years and 3 months,33,Covered,C8,1735,20000,Electric,Retired,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,24,0
P20937,Personal,4,1720,6,Diesel,250Nm@2750rpm,Unknown,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,79,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,5 years and 7 months,40,Enclosed Parking,C8,1790,5000,Power,Student,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,32,0
P20938,Rental,3,1155,5,Petrol,91Nm@4250rpm,Blue,"['parking_camera', 'power_door_locks', 'central_locking', 'power_steering', 'day_night_mirror', 'ecw', 'speed_alert']",2,84,34738,Automatic,2,Drum,1.0 SCe,1490,3 years and 10 months,31,On Street,C5,1579,15000,Electric,Self-Employed,3731,M3,67.06bhp@5500rpm,999,5.0,A,25,0
P20939,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,102,8794,Manual,1,Drum,K Series Dual jet,1530,8 months,33,Driveway,C8,1735,15000,Electric,Professional,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,27,0
P20940,Personal,3,1340,5,CNG,82.1Nm@3400rpm,Silver,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,91,27003,Manual,1,Drum,K10C,1675,5 years and 3 months,46,Covered,C2,1620,10000,Power,Student,3655,M8,55.92bhp@5300rpm,998,4.7,B1,22,0
P20941,Rental,3,1340,5,CNG,82.1Nm@3400rpm,Other,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,93,34738,Manual,1,Drum,K10C,1675,1 years and 9 months,54,Covered,C5,1620,15000,Power,Retired,3655,M8,55.92bhp@5300rpm,998,4.7,B1,30,1
P20942,Rental,3,1185,5,CNG,60Nm@3500rpm,Other,"['parking_sensors', 'power_steering', 'speed_alert']",2,2,73430,Manual,1,Drum,F8D Petrol Engine,1475,8 months,44,Driveway,C10,1515,10000,Power,Professional,3445,M1,40.36bhp@6000rpm,796,4.6,A,8,0
P20943,Commercial,3,1185,5,CNG,60Nm@3500rpm,Blue,"['parking_sensors', 'power_steering', 'speed_alert']",2,68,6112,Manual,1,Drum,F8D Petrol Engine,1475,4 months,25,Driveway,C7,1515,10000,Power,Unemployed,3445,M1,40.36bhp@6000rpm,796,4.6,A,9,0
P20944,Commercial,4,1720,6,Diesel,250Nm@2750rpm,Unknown,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,44,4076,Automatic,3,Disc,1.5 L U2 CRDi,1635,4 months,39,Covered,C3,1790,15000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,33,0
P20945,Personal,3,1340,5,CNG,82.1Nm@3400rpm,Unknown,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,37,34738,Manual,1,Drum,K10C,1675,3 years and 10 months,26,On Street,C5,1620,10000,Power,Professional,3655,M8,55.92bhp@5300rpm,998,4.7,B1,24,0
P20946,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Silver,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,101,27003,Manual,1,Drum,K Series Dual jet,1530,4 years and 10 months,50,Enclosed Parking,C2,1735,15000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,25,0
P20947,Personal,3,1340,5,CNG,82.1Nm@3400rpm,Red,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,99,8794,Manual,1,Drum,K10C,1675,1 years and 9 months,39,Enclosed Parking,C8,1620,10000,Power,Unemployed,3655,M8,55.92bhp@5300rpm,998,4.7,B1,27,0
P20948,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Red,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,90,8794,Manual,1,Drum,K Series Dual jet,1530,4 years and 2 months,34,Driveway,C8,1735,15000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,20,0
P20949,Personal,3,1340,5,CNG,82.1Nm@3400rpm,Blue,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,6,4076,Manual,1,Drum,K10C,1675,4 years and 2 months,23,Enclosed Parking,C3,1620,5000,Power,Retired,3655,M8,55.92bhp@5300rpm,998,4.7,B1,29,0
P20950,Personal,3,1185,5,CNG,60Nm@3500rpm,Gray,"['parking_sensors', 'power_steering', 'speed_alert']",2,48,27003,Manual,1,Drum,F8D Petrol Engine,1475,4 months,26,Driveway,C2,1515,25000,Power,Unemployed,3445,M1,40.36bhp@6000rpm,796,4.6,A,10,0
P20951,Ride-sharing,3,1155,5,Petrol,91Nm@4250rpm,Blue,"['parking_camera', 'power_door_locks', 'central_locking', 'power_steering', 'day_night_mirror', 'ecw', 'speed_alert']",2,46,73430,Automatic,2,Drum,1.0 SCe,1490,2 years and 5 months,27,Covered,C10,1579,5000,Electric,Self-Employed,3731,M3,67.06bhp@5500rpm,999,5.0,A,23,1
P20952,Ride-sharing,4,1490,5,Diesel,200Nm@3000rpm,Silver,"['adjustable_steering', 'parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,7,290,Manual,4,Drum,1.5 Turbocharged Revotorq,1523,2 years and 5 months,35,Driveway,C15,1755,10000,Electric,Student,3990,M5,88.77bhp@4000rpm,1497,5.0,B2,56,0
P20953,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,Black,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,1,6112,Manual,1,Drum,K Series Dual jet,1530,8 months,23,Driveway,C7,1735,25000,Electric,Student,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,27,0
P20954,Rental,4,1720,6,Diesel,250Nm@2750rpm,Unknown,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,87,5410,Automatic,3,Disc,1.5 L U2 CRDi,1635,5 years and 7 months,30,Covered,C13,1790,20000,Power,Student,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,33,0
P20955,Personal,3,1185,5,CNG,60Nm@3500rpm,Unknown,"['parking_sensors', 'power_steering', 'speed_alert']",2,9,4076,Manual,1,Drum,F8D Petrol Engine,1475,0 months,23,On Street,C3,1515,15000,Power,Retired,3445,M1,40.36bhp@6000rpm,796,4.6,A,1,0
P20956,Ride-sharing,3,1185,5,CNG,60Nm@3500rpm,Red,"['parking_sensors', 'power_steering', 'speed_alert']",2,3,34738,Manual,1,Drum,F8D Petrol Engine,1475,8 months,23,Enclosed Parking,C5,1515,25000,Power,Student,3445,M1,40.36bhp@6000rpm,796,4.6,A,3,0
P20957,Ride-sharing,3,1340,5,CNG,82.1Nm@3400rpm,Black,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,23,6108,Manual,1,Drum,K10C,1675,3 years and 10 months,40,Enclosed Parking,C11,1620,20000,Power,Retired,3655,M8,55.92bhp@5300rpm,998,4.7,B1,27,0
P20958,Work and Personal,4,1720,6,Diesel,250Nm@2750rpm,Black,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,1,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,3 years and 1 months,32,Covered,C8,1790,25000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,36,0
P20959,Rental,4,1720,6,Diesel,250Nm@2750rpm,White,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,102,27003,Automatic,3,Disc,1.5 L U2 CRDi,1635,4 months,54,Enclosed Parking,C2,1790,5000,Power,Retired,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,39,0
P20960,Work and Personal,4,1720,6,Diesel,250Nm@2750rpm,Blue,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,7,73430,Automatic,3,Disc,1.5 L U2 CRDi,1635,2 years and 9 months,53,On Street,C10,1790,20000,Power,Professional,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,36,0
P20961,Commercial,4,1335,5,Petrol,113Nm@4400rpm,White,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,47,8794,Manual,1,Drum,K Series Dual jet,1530,2 years and 1 months,26,Covered,C8,1735,5000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,26,0
P20962,Rental,3,1185,5,CNG,60Nm@3500rpm,Black,"['parking_sensors', 'power_steering', 'speed_alert']",2,13,4076,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 9 months,34,Enclosed Parking,C3,1515,20000,Power,Retired,3445,M1,40.36bhp@6000rpm,796,4.6,A,0,1
P20963,Commercial,4,1720,6,Diesel,250Nm@2750rpm,Black,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,55,6108,Automatic,3,Disc,1.5 L U2 CRDi,1635,4 years and 6 months,31,Driveway,C11,1790,25000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,39,0
P20964,Personal,4,1335,5,Petrol,113Nm@4400rpm,Black,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,96,7788,Manual,1,Drum,K Series Dual jet,1530,4 months,43,On Street,C14,1735,20000,Electric,Professional,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,20,0
P20965,Commercial,4,1335,5,Petrol,113Nm@4400rpm,Unknown,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,23,8794,Manual,1,Drum,K Series Dual jet,1530,4 months,33,Covered,C8,1735,5000,Electric,Student,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,22,0
P20966,Rental,4,1720,6,Diesel,250Nm@2750rpm,Red,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,37,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,3 years and 6 months,35,On Street,C8,1790,20000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,33,0
P20967,Commercial,4,1720,6,Diesel,250Nm@2750rpm,Black,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,32,73430,Automatic,3,Disc,1.5 L U2 CRDi,1635,1 years and 4 months,32,On Street,C10,1790,5000,Power,Retired,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,36,0
P20968,Ride-sharing,3,1185,5,CNG,60Nm@3500rpm,Black,"['parking_sensors', 'power_steering', 'speed_alert']",2,26,5410,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 4 months,30,Driveway,C13,1515,5000,Power,Professional,3445,M1,40.36bhp@6000rpm,796,4.6,A,9,0
P20969,Personal,4,1335,5,Petrol,113Nm@4400rpm,Black,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,7,27003,Automatic,1,Drum,1.2 L K12N Dualjet,1515,8 months,27,Driveway,C2,1735,15000,Electric,Professional,3995,M2,88.50bhp@6000rpm,1197,4.8,C1,25,0
P20970,Commercial,3,1185,5,CNG,60Nm@3500rpm,Other,"['parking_sensors', 'power_steering', 'speed_alert']",2,11,6112,Manual,1,Drum,F8D Petrol Engine,1475,4 months,23,Enclosed Parking,C7,1515,10000,Power,Professional,3445,M1,40.36bhp@6000rpm,796,4.6,A,4,0
P20971,Rental,3,1185,5,CNG,60Nm@3500rpm,White,"['parking_sensors', 'power_steering', 'speed_alert']",2,67,35036,Manual,1,Drum,F8D Petrol Engine,1475,2 years and 1 months,46,Driveway,C18,1515,10000,Power,Student,3445,M1,40.36bhp@6000rpm,796,4.6,A,7,0
P20972,Ride-sharing,4,1051,5,Diesel,200Nm@1750rpm,Black,"['adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,58,8794,Manual,5,Drum,i-DTEC,1501,4 years and 2 months,27,Enclosed Parking,C8,1695,5000,Electric,Professional,3995,M9,97.89bhp@3600rpm,1498,4.9,C1,40,0
P20973,Commercial,4,1335,5,Petrol,113Nm@4400rpm,Silver,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,96,4076,Manual,1,Drum,K Series Dual jet,1530,1 years and 0 months,33,Driveway,C3,1735,15000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,29,0
P20974,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Black,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,64,8794,Manual,1,Drum,K Series Dual jet,1530,5 years and 11 months,41,Enclosed Parking,C8,1735,20000,Electric,Retired,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,22,0
P20975,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,Other,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,87,27003,Manual,1,Drum,K Series Dual jet,1530,2 years and 5 months,51,Enclosed Parking,C2,1735,5000,Electric,Professional,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,30,0
P20976,Work and Personal,4,1720,6,Diesel,250Nm@2750rpm,Unknown,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,2,34738,Automatic,3,Disc,1.5 L U2 CRDi,1635,4 months,33,On Street,C5,1790,5000,Power,Retired,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,37,0
P20977,Commercial,3,1185,5,CNG,60Nm@3500rpm,White,"['parking_sensors', 'power_steering', 'speed_alert']",2,48,5410,Manual,1,Drum,F8D Petrol Engine,1475,8 months,34,Enclosed Parking,C13,1515,20000,Power,Student,3445,M1,40.36bhp@6000rpm,796,4.6,A,6,0
P20978,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Gray,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,99,8794,Manual,1,Drum,K Series Dual jet,1530,4 years and 2 months,36,On Street,C8,1735,15000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,22,0
P20979,Work and Personal,4,1720,6,Diesel,250Nm@2750rpm,White,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,103,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,3 years and 10 months,36,Driveway,C8,1790,5000,Power,Student,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,35,0
P20980,Ride-sharing,4,1720,6,Diesel,250Nm@2750rpm,White,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,87,7788,Automatic,3,Disc,1.5 L U2 CRDi,1635,5 years and 7 months,26,Enclosed Parking,C14,1790,20000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,38,0
P20981,Rental,4,1510,5,CNG,85Nm@3000rpm,Gray,"['parking_sensors', 'speed_alert']",1,24,8794,Manual,1,Drum,G12B,1825,4 years and 6 months,23,Driveway,C8,1475,10000,Manual,Retired,3675,M10,61.68bhp@6000rpm,1196,4.5,Utility,4,0
P20982,Commercial,3,1185,5,CNG,60Nm@3500rpm,Unknown,"['parking_sensors', 'power_steering', 'speed_alert']",2,3,73430,Manual,1,Drum,F8D Petrol Engine,1475,0 months,29,Driveway,C10,1515,25000,Power,Unemployed,3445,M1,40.36bhp@6000rpm,796,4.6,A,6,0
P20983,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,69,7788,Manual,1,Drum,K Series Dual jet,1530,5 years and 3 months,34,Enclosed Parking,C14,1735,20000,Electric,Retired,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,24,0
P20984,Personal,4,1720,6,Diesel,250Nm@2750rpm,Blue,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,64,7788,Automatic,3,Disc,1.5 L U2 CRDi,1635,5 years and 7 months,44,Driveway,C14,1790,20000,Power,Professional,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,38,0
P20985,Work and Personal,3,1340,5,CNG,82.1Nm@3400rpm,White,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,93,7788,Manual,1,Drum,K10C,1675,2 years and 1 months,26,Covered,C14,1620,20000,Power,Unemployed,3655,M8,55.92bhp@5300rpm,998,4.7,B1,25,0
P20986,Commercial,4,1720,6,Diesel,250Nm@2750rpm,Red,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,25,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,10 years and 10 months,60,Enclosed Parking,C8,1790,15000,Power,Professional,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,33,0
P20987,Commercial,4,1335,5,Petrol,113Nm@4400rpm,White,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,24,65567,Manual,1,Drum,K Series Dual jet,1530,2 years and 9 months,39,Driveway,C17,1735,25000,Electric,Retired,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,28,0
P20988,Personal,4,1720,6,Diesel,250Nm@2750rpm,Black,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,12,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,3 years and 1 months,52,On Street,C8,1790,25000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,33,0
P20989,Commercial,4,1335,5,Petrol,113Nm@4400rpm,Other,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,86,8794,Manual,1,Drum,K Series Dual jet,1530,2 years and 9 months,33,On Street,C8,1735,20000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,27,0
P20990,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,Gray,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,95,17804,Manual,1,Drum,K Series Dual jet,1530,4 years and 6 months,46,On Street,C9,1735,5000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,26,0
P20991,Personal,3,1185,5,CNG,60Nm@3500rpm,Blue,"['parking_sensors', 'power_steering', 'speed_alert']",2,10,27003,Manual,1,Drum,F8D Petrol Engine,1475,4 months,25,On Street,C2,1515,20000,Power,Self-Employed,3445,M1,40.36bhp@6000rpm,796,4.6,A,8,0
P20992,Ride-sharing,4,1051,5,Diesel,200Nm@1750rpm,Blue,"['adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,15,8794,Manual,5,Drum,i-DTEC,1501,3 years and 1 months,34,Driveway,C8,1695,20000,Electric,Professional,3995,M9,97.89bhp@3600rpm,1498,4.9,C1,40,0
